post_id,date,platform,topic,keywords,hashtags,sentiment,sentiment_score,user_type,age_group,region,followers_count,views,likes,comments,shares
P106036,2025-09-20,LinkedIn,Entertainment,"album drop, trailer","#AwardSeason, #StreamingNow, #MovieNight",Positive,0.631,Micro-Influencer,45-54,Europe,7312,301,22,1.0,4
P100716,2025-09-17,Twitter/X,Technology,"5G, gadgets","#StartupLife, #Gadgets, #CyberSecurity",Negative,-0.239,Regular User,18-24,Southeast Asia,174,20,2,0.0,0
P102607,2025-07-01,Twitter/X,Technology,"AI, gadgets","#CyberSecurity, #5G",Neutral,-0.145,Regular User,18-24,South America,774,12,0,0.0,0
P102304,2025-05-18,TikTok,Sports,"coach, injury update, tournament",#WorldCup,Neutral,0.041,Regular User,13-17,Southeast Asia,92,10,0,0.0,0
P105644,2025-09-13,Twitter/X,Education,online learning,"#EdTech, #StudentLife, #Scholarship",Neutral,0.027,Regular User,25-34,,1021,43,2,0.0,0
P106093,2025-04-17,Facebook,Sports,"transfer news, world cup, championship","#Transfer, #GameDay, #TeamSpirit",NEGATIVE,-0.324,Verified/Celebrity,18-24,Africa,606747,4556,167,114.0,48
P102040,2025-03-24,Facebook,Politics,government,#Budget2025,Neutral,-0.031,Regular User,25-34,Middle East,412,13,1,0.0,0
P100303,2025-10-01,LinkedIn,Health & Wellness,"yoga, nutrition, fitness routine",#Fitness,Positive,0.565,Regular User,55+,Southeast Asia,1754,35,1,0.0,0
P104886,2025-09-07,Instagram,Education,"school reopening, curriculum","  #onlinelearning, #scholarship ",Neutral,-0.116,Regular User,13-17,South America,1133,30,1,0.0,0
P106443,2025-01-21,Twitter/X,Politics,"election, protest","#Vote, #Protest, #Government",POSITIVE,0.186,Verified/Celebrity,35-44,North America,12975484,143031,6404,1911.0,685
P111975,2025-02-18,YouTube,Sports,coach,"#MatchDay, #Transfer, #Sports",Positive,0.671,Macro-Influencer,45-54,Australia/Oceania,362472,64269,3838,632.0,735
P100818,2025-05-01,TikTok,Sports,injury update,#WorldCup,Positive,0.512,Regular User,35-44,Middle East,1421,99,3,1.0,0
P107514,2025-04-15,Instagram,Entertainment,"concert, series finale",#CelebNews,Positive,0.523,Micro-Influencer,25-34,Europe,16215,41,3,0.0,0
P110964,2025-07-15,TikTok,Sports,championship,"#Sports, #TeamSpirit, #WorldCup",Positive,0.771,Regular User,35-44,Africa,987,35,4,0.0,0
P105208,2025-06-11,TikTok,Education,"online learning, student loans",#Scholarship,Neutral,0.121,Regular User,18-24,South Asia,281,14,0,0.0,0
P105405,2025-06-08,Twitter/X,Entertainment,album drop,"#NewAlbum, #BoxOffice, #AwardSeason",Positive,0.505,Micro-Influencer,25-34,Australia/Oceania,7104,156,16,0.0,0
P105106,2025-06-27,Instagram,Sports,"league table, championship, match result","#Transfer, #GameDay",Positive,0.171,Regular User,25-34,North America,495,21,0,,0
P106137,2025-09-14,Twitter/X,Climate & Environment,heatwave,"  #climatechange, #renewableenergy ",Negative,-0.647,Regular User,25-34,North America,1608,104,9,1.0,1
P104712,2025-09-28,TikTok,Education,"edtech, school reopening, exam results","#Scholarship, #Education, #OnlineLearning",Positive,0.459,Regular User,13-17,South America,797,15,1,0.0,0
P102253,2025-02-12,YouTube,Climate & Environment,"heatwave, conservation","#ClimateChange, #GoGreen, #Conservation",Negative,-0.539,Regular User,13-17,South America,1381,157,3,3.0,2
P108455,2025-04-10,TikTok,Technology,cloud computing,"#Innovation, #5G, #FutureTech",Positive,0.219,Verified/Celebrity,45-54,Southeast Asia,16539406,2773478,144803,28283.0,39622
P102366,2025-03-16,Instagram,Health & Wellness,yoga,"#Fitness, #PublicHealth",Positive,0.164,Regular User,35-44,Australia/Oceania,1930,83,8,1.0,0
P111094,2025-11-19,Twitter/X,Entertainment,"streaming, concert, celebrity","#NewAlbum, #StreamingNow, #BoxOffice",Neutral,-0.146,Macro-Influencer,25-34,South America,378014,5564,117,110.0,61
P100696,2025-05-29,YouTube,Politics,"government, campaign","#Vote, #PolicyReform, #Protest",Negative,-0.665,Regular User,45-54,Australia/Oceania,1882,134,8,2.0,2
P109920,2025-07-23,Instagram,Climate & Environment,flooding,"  #sustainability, #climateaction ",Negative,-0.593,Regular User,18-24,Southeast Asia,1757,111,2,0.0,1
P100811,2025-11-03,YouTube,Health & Wellness,"fitness routine, wellness tips","#PublicHealth, #Yoga",Negative,-0.869,Brand Account,18-24,South Asia,512673,200358,22964,3737.0,2401
P111774,2025-01-19,YouTube,Entertainment,"celebrity, streaming, movie release","#BoxOffice, #CelebNews",Positive,0.665,Micro-Influencer,18-24,Europe,14303,221,28,0.0,3
P104862,2025-02-27,TikTok,Business & Finance,"earnings report, stock market, layoffs","#Inflation, #StockMarket",Neutral,-0.13,Regular User,35-44,Africa,1581,15,1,0.0,0
P105679,2025-01-03,Facebook,Entertainment,"box office, movie release, album drop","#CelebNews, #Concert",Positive,0.178,Regular User,18-24,Africa,418,14,1,0.0,0
P109328,2025-05-21,YouTube,Entertainment,album drop,"#BoxOffice, #StreamingNow",Positive,0.908,Micro-Influencer,25-34,Africa,21627,2455,83,37.0,41
P111364,2025-11-20,Twitter/X,Technology,gadgets,#Innovation,Positive,0.208,Macro-Influencer,35-44,Europe,292175,22612,1605,107.0,319
P107446,2025-08-23,LinkedIn,Sports,"injury update, tournament, world cup","#Championship, #Transfer",Neutral,0.022,Regular User,18-24,South America,342,6,0,0.0,0
P100405,2025-07-03,Twitter/X,Education,"scholarship, exam results",#Education,POSITIVE,0.293,Regular User,25-34,Europe,1738,50,5,0.0,0
P101654,2025-08-25,LinkedIn,Technology,"cybersecurity, app update","#StartupLife, #Innovation",Neutral,-0.098,Regular User,13-17,North America,1894,8,0,0.0,0
P108253,2025-05-05,LinkedIn,Education,"curriculum, edtech","#Exams, #EdTech",Positive,0.475,Regular User,45-54,Southeast Asia,83,15,0,0.0,0
P109232,2025-10-20,Instagram,Politics,debate,#Election2025,Neutral,0.054,Regular User,35-44,Africa,1810,24,2,0.0,0
P109452,2025-12-10,Facebook,Education,"exam results, online learning",#EdTech,Positive,0.39,Brand Account,25-34,Middle East,2928519,108970,14841,1578.0,1609
P101772,2025-04-23,Instagram,Entertainment,movie release,"#MovieNight, #BoxOffice, #StreamingNow",Neutral,0.074,Regular User,45-54,Europe,1830,59,3,0.0,0
P103091,2025-07-17,LinkedIn,Technology,"data privacy, ChatGPT, startup","#FutureTech, #AI",Negative,-0.164,Macro-Influencer,35-44,Middle East,131930,2752,280,26.0,45
P109971,2025-07-21,YouTube,Health & Wellness,"nutrition, yoga, vaccine",#SelfCare,Positive,0.187,Regular User,45-54,Southeast Asia,1437,24,0,0.0,0
P108292,2025-10-31,Twitter/X,Education,"exam results, online learning, curriculum","#Scholarship, #Exams, #StudentLife",Neutral,-0.044,Micro-Influencer,13-17,South Asia,8707,91,6,0.0,0
P100263,2025-04-22,YouTube,Climate & Environment,"heatwave, carbon emissions","#Sustainability, #GoGreen, #ClimateChange",Neutral,0.008,Micro-Influencer,25-34,Africa,21732,393,33,7.0,2
P111049,2025-09-25,LinkedIn,Sports,"tournament, league table","#MatchDay, #Sports",Positive,0.794,Regular User,25-34,Europe,207,21,1,0.0,0
P103931,2025-11-26,Twitter/X,Health & Wellness,"sleep health, mental health","#Wellness, #Nutrition, #SelfCare",Negative,-0.324,Micro-Influencer,18-24,North America,37055,1436,136,22.0,27
P105271,2025-10-15,TikTok,Climate & Environment,sustainability,"#GoGreen, #ClimateChange",Neutral,0.021,Macro-Influencer,18-24,Southeast Asia,150275,1269,63,17.0,2
P106944,2025-06-02,YouTube,Health & Wellness,"fitness routine, mental health, yoga","#Nutrition, #PublicHealth, #SelfCare",Positive,0.511,Macro-Influencer,45-54,North America,455944,65204,8953,622.0,545
P100900,2025-12-23,Instagram,Health & Wellness,"vaccine, sleep health, public health","#PublicHealth, #SelfCare",Positive,0.239,Regular User,55+,North America,223,18,0,0.0,0
P110880,2025-12-30,LinkedIn,Business & Finance,layoffs,#Inflation,Positive,0.232,Micro-Influencer,55+,Middle East,40740,85,5,0.0,0
P104809,2025-03-19,Instagram,Health & Wellness,vaccine,"#PublicHealth, #Fitness, #Wellness",Positive,0.23,Regular User,18-24,Africa,704,21,1,0.0,0
P110929,2025-10-26,YouTube,Entertainment,"celebrity, concert","#CelebNews, #MovieNight",Positive,0.244,Regular User,18-24,Middle East,135,10,0,0.0,0
P102950,2025-05-09,YouTube,Sports,championship,"#MatchDay, #Sports",Positive,0.216,Macro-Influencer,25-34,North America,443996,32096,1565,623.0,179
P111689,2025-02-27,TikTok,Business & Finance,IPO,"#Economy, #Inflation",Negative,-0.172,Micro-Influencer,18-24,Europe,22881,5357,420,136.0,66
P101978,2025-06-18,TikTok,Sports,coach,"  #championship, #gameday ",Positive,0.189,Micro-Influencer,25-34,Australia/Oceania,16601,2875,315,54.0,6
P101360,2025-04-21,Twitter/X,Entertainment,"album drop, box office","#NewAlbum, #MovieNight",Positive,0.582,Regular User,18-24,North America,848,27,1,0.0,0
P105541,2025-11-26,Facebook,Technology,"ChatGPT, AI","#Gadgets, #5G",Positive,0.841,Micro-Influencer,18-24,Europe,31266,1967,306,6.0,31
P101694,2025-10-13,TikTok,Health & Wellness,"yoga, nutrition",#MentalHealthMatters,Negative,-0.206,Regular User,25-34,North America,782,20,1,0.0,0
P111307,2025-02-28,Instagram,Health & Wellness,"nutrition, yoga","  #fitness, #publichealth, #yoga ",Positive,0.505,Regular User,25-34,South Asia,1317,16,0,0.0,0
P101220,2025-01-15,YouTube,Business & Finance,earnings report,"#Finance, #Crypto, #Inflation",Neutral,0.068,Regular User,45-54,South America,1087,25,1,0.0,0
P110667,2025-06-05,TikTok,Sports,"league table, world cup, tournament","#TeamSpirit, #Championship",Negative,-0.212,Regular User,45-54,Australia/Oceania,1873,10,0,0.0,0
P106132,2025-04-19,LinkedIn,Politics,"government, policy, budget",#Election2025,Negative,-0.967,Macro-Influencer,35-44,South Asia,322612,4167,87,31.0,10
P106335,2025-01-12,YouTube,Entertainment,"concert, award show","#MovieNight, #BoxOffice, #CelebNews",Neutral,0.149,Regular User,25-34,Southeast Asia,1801,9,0,0.0,0
P107637,2025-01-28,TikTok,Entertainment,"concert, movie release",#CelebNews,Positive,0.892,Regular User,55+,Southeast Asia,879,66,9,0.0,1
P110935,2025-09-12,Facebook,Sports,"transfer news, match result, championship",#Sports,Neutral,0.009,Regular User,55+,Australia/Oceania,189,6,0,0.0,0
P110220,2025-04-24,YouTube,Climate & Environment,"carbon emissions, sustainability","#Sustainability, #ClimateAction, #GoGreen",Negative,-0.298,Macro-Influencer,18-24,Southeast Asia,279182,16347,880,167.0,274
P109417,2025-03-12,Twitter/X,Entertainment,"concert, box office, album drop",#StreamingNow,POSITIVE,0.299,Regular User,18-24,Middle East,951,11,1,0.0,0
P110943,2025-04-24,Instagram,Climate & Environment,conservation,"#Sustainability, #Conservation, #GoGreen",Negative,-0.48,Regular User,35-44,Africa,896,97,6,0.0,0
P103180,2025-04-21,Facebook,Health & Wellness,"public health, wellness tips, yoga",#Yoga,Neutral,0.078,Regular User,25-34,Middle East,1214,22,0,0.0,0
P111670,2025-09-27,Twitter/X,Entertainment,"series finale, concert, album drop",#BoxOffice,Neutral,-0.023,Regular User,18-24,South Asia,461,8,0,0.0,0
P103003,2025-01-07,Facebook,Technology,"data privacy, startup","#Innovation, #Gadgets, #TechNews",Positive,0.498,Regular User,18-24,South America,624,37,4,0.0,0
P105713,2025-08-13,Instagram,Education,"edtech, student loans","#Exams, #Scholarship, #OnlineLearning",Neutral,-0.035,Regular User,25-34,North America,967,6,0,0.0,0
P107492,2025-12-15,TikTok,Entertainment,series finale,#BoxOffice,Positive,0.741,Regular User,45-54,Africa,1805,56,3,0.0,0
P111533,2025-08-25,Facebook,Entertainment,"celebrity, movie release, album drop","#MovieNight, #AwardSeason, #NewAlbum",Neutral,-0.149,Regular User,25-34,South America,1985,54,4,0.0,0
P110626,2025-03-17,Facebook,Sports,championship,"#Championship, #Transfer, #TeamSpirit",Positive,0.547,Macro-Influencer,18-24,Southeast Asia,309587,17995,951,160.0,376
P111230,2025-09-28,YouTube,Education,"online learning, student loans, edtech","#Scholarship, #OnlineLearning",Positive,0.505,Regular User,18-24,South Asia,1544,115,13,1.0,1
P107638,2025-01-09,Twitter/X,Sports,injury update,#WorldCup,Neutral,-0.062,Micro-Influencer,18-24,Europe,22254,516,37,5.0,3
P104484,2025-06-16,Instagram,Health & Wellness,"wellness tips, yoga","#PublicHealth, #Fitness, #Yoga",Positive,0.182,Brand Account,18-24,South America,989711,15438,825,243.0,197
P104469,2025-04-10,TikTok,Health & Wellness,"nutrition, fitness routine, yoga",#SelfCare,Negative,-0.634,Regular User,18-24,South Asia,1716,186,11,1.0,1
P105555,2025-03-08,LinkedIn,Business & Finance,startup funding,#StockMarket,Negative,-0.396,Regular User,25-34,Middle East,480,13,0,0.0,0
P107915,2025-10-10,LinkedIn,Business & Finance,IPO,"#Economy, #Inflation",Neutral,0.031,Regular User,25-34,Europe,1175,10,1,0.0,0
P105951,2025-03-21,YouTube,Business & Finance,"IPO, startup funding","#Inflation, #Finance",Negative,-0.573,Regular User,25-34,Southeast Asia,372,42,3,0.0,0
P106029,2025-08-08,TikTok,Sports,match result,"#GameDay, #WorldCup, #Transfer",Positive,0.285,Regular User,45-54,Africa,428,29,3,0.0,0
P100358,2025-01-26,Twitter/X,Education,"edtech, student loans","#Scholarship, #EdTech",Negative,-0.696,Micro-Influencer,45-54,Middle East,39458,574,15,5.0,3
P105055,2025-12-24,Facebook,Entertainment,"movie release, series finale","#NewAlbum, #AwardSeason",Positive,0.83,Macro-Influencer,45-54,South Asia,55881,2334,314,5.0,38
P111950,2025-02-02,Instagram,Politics,campaign,#PolicyReform,Negative,-0.27,Regular User,25-34,South Asia,1047,17,0,0.0,0
P102488,2025-08-11,YouTube,Sports,match result,"#MatchDay, #WorldCup, #TeamSpirit",POSITIVE,0.232,Micro-Influencer,25-34,Southeast Asia,45655,1177,93,15.0,9
P109904,2025-11-13,Twitter/X,Education,"edtech, school reopening","#Exams, #Scholarship, #OnlineLearning",Neutral,-0.047,Regular User,18-24,Africa,490,8,0,0.0,0
P107191,2025-02-13,Facebook,Sports,world cup,"#WorldCup, #Sports, #Transfer",Neutral,-0.039,Regular User,55+,South America,1730,13,0,0.0,0
P108442,2025-11-24,YouTube,Politics,"campaign, budget, policy","#PolicyReform, #Protest, #Election2025",Negative,-0.588,Regular User,18-24,South America,1714,182,5,,1
P111663,2025-03-12,Instagram,Technology,"cybersecurity, ChatGPT",#FutureTech,Neutral,-0.102,Regular User,55+,Europe,479,8,0,0.0,0
P106641,2025-01-20,Twitter/X,Entertainment,"series finale, celebrity",#NewAlbum,Positive,0.279,Macro-Influencer,18-24,Australia/Oceania,347937,2691,295,52.0,5
P107184,2025-02-18,YouTube,Education,online learning,#Exams,Negative,-0.676,Regular User,18-24,Southeast Asia,401,32,2,0.0,0
P102126,2025-04-03,TikTok,Health & Wellness,public health,"#Yoga, #Wellness",Positive,0.66,Brand Account,35-44,South America,210883,9729,1013,126.0,87
P106908,2025-09-19,TikTok,Politics,"reform, legislation","#Vote, #PolicyReform, #Government",Negative,-0.578,Brand Account,13-17,Europe,1956094,380521,19849,6676.0,7804
P110218,2025-06-17,Facebook,Education,"curriculum, online learning, exam results",#Scholarship,Neutral,-0.055,Regular User,55+,Europe,1020,31,1,0.0,0
P104340,2025-12-14,TikTok,Technology,"cloud computing, app update, startup",#TechNews,Positive,0.165,Regular User,18-24,Southeast Asia,890,69,9,0.0,0
P106745,2025-06-28,Facebook,Education,"online learning, school reopening, curriculum",#StudentLife,Neutral,-0.097,Regular User,18-24,Southeast Asia,532,7,0,0.0,0
P110036,2025-07-15,YouTube,Health & Wellness,yoga,"#Wellness, #Nutrition, #Fitness",Negative,-0.213,Micro-Influencer,55+,South America,32784,1332,107,17.0,17
P103101,2025-05-26,LinkedIn,Politics,campaign,"#Government, #Democracy, #Election2025",Neutral,-0.145,Regular User,25-34,Europe,1937,19,0,0.0,0
P104987,2025-10-25,Facebook,Entertainment,"celebrity, award show","#StreamingNow, #NewAlbum",Positive,0.509,Regular User,18-24,Africa,1086,69,2,0.0,0
P102283,2025-01-23,YouTube,Business & Finance,"layoffs, inflation, startup funding","#Finance, #IPO",Negative,-0.28,Regular User,25-34,South America,1565,259,20,7.0,2
P106156,2025-08-03,Instagram,Health & Wellness,mental health,"  #publichealth, #mentalhealthmatters, #yoga ",Positive,0.163,Verified/Celebrity,18-24,Middle East,15925258,89716,2565,,781
P108772,2025-01-28,LinkedIn,Sports,injury update,"#Transfer, #TeamSpirit",Positive,0.266,Regular User,18-24,Australia/Oceania,1590,20,0,0.0,0
P101307,2025-08-16,Twitter/X,Entertainment,"album drop, box office",#CelebNews,Neutral,-0.119,Micro-Influencer,18-24,,40688,441,16,3.0,2
P109606,2025-05-19,YouTube,Climate & Environment,climate change,"#GoGreen, #ClimateAction",Negative,-0.619,Verified/Celebrity,35-44,South America,7738936,128224,6579,1251.0,1122
P100927,2025-10-19,YouTube,Technology,"app update, gadgets, cloud computing","#FutureTech, #5G",Positive,1.0,Regular User,18-24,South Asia,1350,221,18,3.0,1
P102333,2025-07-09,Instagram,Education,scholarship,"#StudentLife, #Scholarship",Positive,0.449,Regular User,45-54,Africa,1713,111,7,2.0,0
P105701,2025-10-04,YouTube,Entertainment,album drop,"#BoxOffice, #Concert",Positive,0.562,Regular User,18-24,North America,1437,153,13,2.0,2
P111708,2025-08-14,Facebook,Technology,"robotics, cybersecurity","#Innovation, #5G, #CyberSecurity",Negative,-0.308,Regular User,18-24,South Asia,142,22,1,0.0,0
P101608,2025-03-08,Instagram,Business & Finance,"startup funding, inflation","#Crypto, #IPO",Neutral,0.128,Micro-Influencer,25-34,Africa,16937,285,14,4.0,1
P104172,2025-09-30,Facebook,Technology,"app update, 5G",#FutureTech,Positive,0.167,Regular User,45-54,South Asia,1047,28,1,0.0,0
P109029,2025-06-22,Twitter/X,Education,"edtech, student loans, exam results","#EdTech, #Education, #StudentLife",Negative,-0.196,Regular User,25-34,Europe,1337,38,3,0.0,0
P105910,2025-03-26,TikTok,Climate & Environment,renewable energy,"#ClimateAction, #ClimateChange, #Sustainability",NEGATIVE,-0.355,Micro-Influencer,18-24,North America,46862,2200,220,26.0,44
P102935,2025-07-22,LinkedIn,Climate & Environment,"carbon emissions, climate change","#Conservation, #ClimateChange, #ClimateAction",Neutral,0.069,Regular User,35-44,Australia/Oceania,258,7,0,0.0,0
P109573,2025-09-06,Instagram,Sports,transfer news,"#Transfer, #TeamSpirit",Neutral,0.062,Micro-Influencer,18-24,South Asia,32026,64,2,0.0,0
P104242,2025-02-21,TikTok,Education,"edtech, scholarship","#Education, #StudentLife",Neutral,-0.039,Regular User,25-34,Australia/Oceania,1785,72,2,1.0,0
P109249,2025-08-11,TikTok,Health & Wellness,"vaccine, mental health",#Wellness,Positive,0.41,Regular User,18-24,Africa,1978,266,25,5.0,3
P108178,2025-09-09,YouTube,Health & Wellness,public health,#Wellness,Positive,0.394,Regular User,25-34,Australia/Oceania,1157,78,5,0.0,0
